state,date,rain_in_mm
ANDHRA PRADESH,01-10-2013,4.7
ANDHRA PRADESH,01-11-2013,0
ANDHRA PRADESH,01-12-2013,0
ANDHRA PRADESH,01-01-2014,0.3
ANDHRA PRADESH,01-02-2014,11.5
ANDHRA PRADESH,01-03-2014,2.6
ANDHRA PRADESH,01-04-2014,35
ANDHRA PRADESH,01-05-2014,16.8
ANDHRA PRADESH,01-06-2014,183.5
ANDHRA PRADESH,01-07-2014,272.6
ANDHRA PRADESH,01-08-2014,379.8
ANDHRA PRADESH,01-09-2014,382.2
ANDHRA PRADESH,01-10-2014,15.5
ANDHRA PRADESH,01-11-2014,0
ANDHRA PRADESH,01-12-2014,2.8
ANDHRA PRADESH,01-01-2015,0
ANDHRA PRADESH,01-02-2015,17.9
ANDHRA PRADESH,01-03-2015,0.9
ANDHRA PRADESH,01-04-2015,62.3
ANDHRA PRADESH,01-05-2015,67.9
ANDHRA PRADESH,01-06-2015,86.8
ANDHRA PRADESH,01-07-2015,196
ANDHRA PRADESH,01-08-2015,215.8
ANDHRA PRADESH,01-09-2015,129.7
ANDHRA PRADESH,01-10-2015,74.6
ANDHRA PRADESH,01-11-2015,4.9
ANDHRA PRADESH,01-12-2015,5
TELANGANA,01-01-1997,0
TELANGANA,01-02-1997,11.9
TELANGANA,01-03-1997,2.6
TELANGANA,01-04-1997,25.6
TELANGANA,01-05-1997,9.3
TELANGANA,01-06-1997,83.9
TELANGANA,01-07-1997,268.2
TELANGANA,01-08-1997,225.9
TELANGANA,01-09-1997,107.6
TELANGANA,01-10-1997,13.9
TELANGANA,01-11-1997,4.2
TELANGANA,01-12-1997,0
TELANGANA,01-01-1998,0.8
TELANGANA,01-02-1998,12.1
TELANGANA,01-03-1998,0
TELANGANA,01-04-1998,34.6
TELANGANA,01-05-1998,33
TELANGANA,01-06-1998,44.5
TELANGANA,01-07-1998,128.9
TELANGANA,01-08-1998,163.6
TELANGANA,01-09-1998,71.2
TELANGANA,01-10-1998,107.5
TELANGANA,01-11-1998,106.9
TELANGANA,01-12-1998,35.1
TELANGANA,01-01-1999,4.3
TELANGANA,01-02-1999,11.2
TELANGANA,01-03-1999,8
TELANGANA,01-04-1999,91.5
TELANGANA,01-05-1999,33.4
TELANGANA,01-06-1999,56
TELANGANA,01-07-1999,45.5
TELANGANA,01-08-1999,128.9
TELANGANA,01-09-1999,76
TELANGANA,01-10-1999,200.4
TELANGANA,01-11-1999,230.5
TELANGANA,01-12-1999,41
TELANGANA,01-01-2000,4.8
TELANGANA,01-02-2000,3.8
TELANGANA,01-03-2000,8.7
TELANGANA,01-04-2000,66.1
TELANGANA,01-05-2000,49.3
TELANGANA,01-06-2000,1018.4
TELANGANA,01-07-2000,1080.5
TELANGANA,01-08-2000,861.3
TELANGANA,01-09-2000,545.2
TELANGANA,01-10-2000,178.8
TELANGANA,01-11-2000,81.5
TELANGANA,01-12-2000,10.2
TELANGANA,01-01-2001,0.5
TELANGANA,01-02-2001,7.2
TELANGANA,01-03-2001,7.2
TELANGANA,01-04-2001,41.2
TELANGANA,01-05-2001,46.8
TELANGANA,01-06-2001,101.3
TELANGANA,01-07-2001,150.8
TELANGANA,01-08-2001,152
TELANGANA,01-09-2001,69
TELANGANA,01-10-2001,73.4
TELANGANA,01-11-2001,5.7
TELANGANA,01-12-2001,0
TELANGANA,01-01-2002,2.1
TELANGANA,01-02-2002,12.4
TELANGANA,01-03-2002,12.4
TELANGANA,01-04-2002,80.2
TELANGANA,01-05-2002,83.5
TELANGANA,01-06-2002,177.1
TELANGANA,01-07-2002,202.4
TELANGANA,01-08-2002,199.5
TELANGANA,01-09-2002,111.2
TELANGANA,01-10-2002,144.8
TELANGANA,01-11-2002,56.7
TELANGANA,01-12-2002,5
TELANGANA,01-01-2003,20.5
TELANGANA,01-02-2003,45.7
TELANGANA,01-03-2003,24.1
TELANGANA,01-04-2003,165.2
TELANGANA,01-05-2003,124.2
TELANGANA,01-06-2003,788.5
TELANGANA,01-07-2003,536.8
TELANGANA,01-08-2003,492.7
TELANGANA,01-09-2003,391.2
TELANGANA,01-10-2003,227.2
TELANGANA,01-11-2003,169.7
TELANGANA,01-12-2003,49.5
TELANGANA,01-01-2004,5.1
TELANGANA,01-02-2004,2.8
TELANGANA,01-03-2004,3.1
TELANGANA,01-04-2004,85.9
TELANGANA,01-05-2004,107.2
TELANGANA,01-06-2004,153.6
TELANGANA,01-07-2004,350.2
TELANGANA,01-08-2004,254
TELANGANA,01-09-2004,255.2
TELANGANA,01-10-2004,117.4
TELANGANA,01-11-2004,184.3
TELANGANA,01-12-2004,14.9
TELANGANA,01-01-2005,119.9
TELANGANA,01-02-2005,45.6
TELANGANA,01-03-2005,30.9
TELANGANA,01-04-2005,55.8
TELANGANA,01-05-2005,533.9
TELANGANA,01-06-2005,458.2
TELANGANA,01-07-2005,317.3
TELANGANA,01-08-2005,369.6
TELANGANA,01-09-2005,868.9
TELANGANA,01-10-2005,209.7
TELANGANA,01-11-2005,300.5
TELANGANA,01-12-2005,187.3
TELANGANA,01-01-2006,57.8
TELANGANA,01-02-2006,35.8
TELANGANA,01-03-2006,134.2
TELANGANA,01-04-2006,403.4
TELANGANA,01-05-2006,187.4
TELANGANA,01-06-2006,645.8
TELANGANA,01-07-2006,638.9
TELANGANA,01-08-2006,316
TELANGANA,01-09-2006,724.9
TELANGANA,01-10-2006,248.1
TELANGANA,01-11-2006,22
TELANGANA,01-12-2006,26.2
TELANGANA,01-01-2007,15.2
TELANGANA,01-02-2007,6.9
TELANGANA,01-03-2007,28.8
TELANGANA,01-04-2007,279.1
TELANGANA,01-05-2007,185.8
TELANGANA,01-06-2007,729.7
TELANGANA,01-07-2007,444.3
TELANGANA,01-08-2007,289.2
TELANGANA,01-09-2007,411.6
TELANGANA,01-10-2007,199.4
TELANGANA,01-11-2007,17.1
TELANGANA,01-12-2007,2.3
TELANGANA,01-01-2008,24.5
TELANGANA,01-02-2008,10.2
TELANGANA,01-03-2008,20.3
TELANGANA,01-04-2008,243.5
TELANGANA,01-05-2008,163.5
TELANGANA,01-06-2008,396.2
TELANGANA,01-07-2008,280.1
TELANGANA,01-08-2008,342.7
TELANGANA,01-09-2008,248.7
TELANGANA,01-10-2008,160.9
TELANGANA,01-11-2008,32
TELANGANA,01-12-2008,0.4
TELANGANA,01-01-2009,15.3
TELANGANA,01-02-2009,13.9
TELANGANA,01-03-2009,45.5
TELANGANA,01-04-2009,159.8
TELANGANA,01-05-2009,202.4
TELANGANA,01-06-2009,604.2
TELANGANA,01-07-2009,684.5
TELANGANA,01-08-2009,332.7
TELANGANA,01-09-2009,434.7
TELANGANA,01-10-2009,119.4
TELANGANA,01-11-2009,12.5
TELANGANA,01-12-2009,7.4
TELANGANA,01-01-2010,40.7
TELANGANA,01-02-2010,15.3
TELANGANA,01-03-2010,4.4
TELANGANA,01-04-2010,57.7
TELANGANA,01-05-2010,44.2
TELANGANA,01-06-2010,146.6
TELANGANA,01-07-2010,315
TELANGANA,01-08-2010,261.4
TELANGANA,01-09-2010,246.9
TELANGANA,01-10-2010,64.2
TELANGANA,01-11-2010,47
TELANGANA,01-12-2010,24.6
TELANGANA,01-01-2011,50.8
TELANGANA,01-02-2011,3.6
TELANGANA,01-03-2011,0.9
TELANGANA,01-04-2011,34.8
TELANGANA,01-05-2011,21.3
TELANGANA,01-06-2011,169.6
TELANGANA,01-07-2011,324.3
TELANGANA,01-08-2011,417
TELANGANA,01-09-2011,242.4
TELANGANA,01-10-2011,66
TELANGANA,01-11-2011,72.1
TELANGANA,01-12-2011,3.1
TELANGANA,01-01-2012,34.6
TELANGANA,01-02-2012,10.3
TELANGANA,01-03-2012,1.5
TELANGANA,01-04-2012,9.6
TELANGANA,01-05-2012,6.6
TELANGANA,01-06-2012,121.1
TELANGANA,01-07-2012,287.2
TELANGANA,01-08-2012,282.4
TELANGANA,01-09-2012,217.6
TELANGANA,01-10-2012,37.8
TELANGANA,01-11-2012,48.6
TELANGANA,01-12-2012,7.6
TELANGANA,01-01-2013,18.1
TELANGANA,01-02-2013,2.7
TELANGANA,01-03-2013,7.3
TELANGANA,01-04-2013,20.4
TELANGANA,01-05-2013,18.8
TELANGANA,01-06-2013,96.2
TELANGANA,01-07-2013,354
TELANGANA,01-08-2013,240.4
TELANGANA,01-09-2013,233.8
TELANGANA,01-10-2013,34.3
TELANGANA,01-11-2013,6.4
TELANGANA,01-12-2013,0
TELANGANA,01-01-2014,20.3
TELANGANA,01-02-2014,1.2
TELANGANA,01-03-2014,3.4
TELANGANA,01-04-2014,2.8
TELANGANA,01-05-2014,0.2
TELANGANA,01-06-2014,18.5
TELANGANA,01-07-2014,234.2
TELANGANA,01-08-2014,156
TELANGANA,01-09-2014,164.4
TELANGANA,01-10-2014,0.7
TELANGANA,01-11-2014,0.3
TELANGANA,01-12-2014,0.7
TELANGANA,01-01-2015,14.5
TELANGANA,01-02-2015,0.1
TELANGANA,01-03-2015,1.4
TELANGANA,01-04-2015,4.7
TELANGANA,01-05-2015,0.3
TELANGANA,01-06-2015,4
TELANGANA,01-07-2015,145.1
TELANGANA,01-08-2015,149.1
TELANGANA,01-09-2015,67.8
TELANGANA,01-10-2015,0.5
TELANGANA,01-11-2015,0.1
TELANGANA,01-12-2015,2
RAYALSEEMA,01-01-1997,38.8
RAYALSEEMA,01-02-1997,11.9
RAYALSEEMA,01-03-1997,28.1
RAYALSEEMA,01-04-1997,39.2
RAYALSEEMA,01-05-1997,9.1
RAYALSEEMA,01-06-1997,46
RAYALSEEMA,01-07-1997,387.1
RAYALSEEMA,01-08-1997,419.5
RAYALSEEMA,01-09-1997,220.6
RAYALSEEMA,01-10-1997,4.7
RAYALSEEMA,01-11-1997,3.4
RAYALSEEMA,01-12-1997,15.5
RAYALSEEMA,01-01-1998,8.2
RAYALSEEMA,01-02-1998,0.2
RAYALSEEMA,01-03-1998,0.1
RAYALSEEMA,01-04-1998,11.8
RAYALSEEMA,01-05-1998,3.8
RAYALSEEMA,01-06-1998,5.3
RAYALSEEMA,01-07-1998,68.1
RAYALSEEMA,01-08-1998,196.6
RAYALSEEMA,01-09-1998,90.7
RAYALSEEMA,01-10-1998,2.4
RAYALSEEMA,01-11-1998,0.6
RAYALSEEMA,01-12-1998,3.5
RAYALSEEMA,01-01-1999,62.6
RAYALSEEMA,01-02-1999,3.2
RAYALSEEMA,01-03-1999,1.9
RAYALSEEMA,01-04-1999,31.1
RAYALSEEMA,01-05-1999,1.6
RAYALSEEMA,01-06-1999,11.9
RAYALSEEMA,01-07-1999,120.2
RAYALSEEMA,01-08-1999,135.1
RAYALSEEMA,01-09-1999,112.3
RAYALSEEMA,01-10-1999,2.2
RAYALSEEMA,01-11-1999,0.4
RAYALSEEMA,01-12-1999,11
RAYALSEEMA,01-01-2000,92.3
RAYALSEEMA,01-02-2000,51.3
RAYALSEEMA,01-03-2000,28.4
RAYALSEEMA,01-04-2000,55.9
RAYALSEEMA,01-05-2000,9.4
RAYALSEEMA,01-06-2000,31.1
RAYALSEEMA,01-07-2000,241.5
RAYALSEEMA,01-08-2000,280.6
RAYALSEEMA,01-09-2000,133.1
RAYALSEEMA,01-10-2000,3.1
RAYALSEEMA,01-11-2000,3.2
RAYALSEEMA,01-12-2000,21.8
RAYALSEEMA,01-01-2001,150.9
RAYALSEEMA,01-02-2001,95.8
RAYALSEEMA,01-03-2001,45.2
RAYALSEEMA,01-04-2001,86.6
RAYALSEEMA,01-05-2001,48.9
RAYALSEEMA,01-06-2001,32.6
RAYALSEEMA,01-07-2001,118.8
RAYALSEEMA,01-08-2001,264.9
RAYALSEEMA,01-09-2001,106.7
RAYALSEEMA,01-10-2001,15.7
RAYALSEEMA,01-11-2001,10.8
RAYALSEEMA,01-12-2001,57.8
RAYALSEEMA,01-01-2002,0.5
RAYALSEEMA,01-02-2002,0
RAYALSEEMA,01-03-2002,0
RAYALSEEMA,01-04-2002,9.5
RAYALSEEMA,01-05-2002,10.4
RAYALSEEMA,01-06-2002,5.3
RAYALSEEMA,01-07-2002,40.4
RAYALSEEMA,01-08-2002,166.7
RAYALSEEMA,01-09-2002,92
RAYALSEEMA,01-10-2002,1.9
RAYALSEEMA,01-11-2002,0
RAYALSEEMA,01-12-2002,0.6
RAYALSEEMA,01-01-2003,1.9
RAYALSEEMA,01-02-2003,0
RAYALSEEMA,01-03-2003,0
RAYALSEEMA,01-04-2003,3.6
RAYALSEEMA,01-05-2003,9.5
RAYALSEEMA,01-06-2003,11.2
RAYALSEEMA,01-07-2003,170.5
RAYALSEEMA,01-08-2003,365
RAYALSEEMA,01-09-2003,131.3
RAYALSEEMA,01-10-2003,0.5
RAYALSEEMA,01-11-2003,0
RAYALSEEMA,01-12-2003,0.1
RAYALSEEMA,01-01-2004,6.2
RAYALSEEMA,01-02-2004,0
RAYALSEEMA,01-03-2004,0
RAYALSEEMA,01-04-2004,0.9
RAYALSEEMA,01-05-2004,3.1
RAYALSEEMA,01-06-2004,48.2
RAYALSEEMA,01-07-2004,439.2
RAYALSEEMA,01-08-2004,341.2
RAYALSEEMA,01-09-2004,194.3
RAYALSEEMA,01-10-2004,2.1
RAYALSEEMA,01-11-2004,0
RAYALSEEMA,01-12-2004,0
RAYALSEEMA,01-01-2005,39.4
RAYALSEEMA,01-02-2005,0.7
RAYALSEEMA,01-03-2005,0.6
RAYALSEEMA,01-04-2005,1.1
RAYALSEEMA,01-05-2005,1.2
RAYALSEEMA,01-06-2005,67.8
RAYALSEEMA,01-07-2005,398.9
RAYALSEEMA,01-08-2005,351.7
RAYALSEEMA,01-09-2005,172.6
RAYALSEEMA,01-10-2005,12.7
RAYALSEEMA,01-11-2005,3.8
RAYALSEEMA,01-12-2005,2.7
RAYALSEEMA,01-01-2006,0.1
RAYALSEEMA,01-02-2006,0
RAYALSEEMA,01-03-2006,0
RAYALSEEMA,01-04-2006,0
RAYALSEEMA,01-05-2006,0
RAYALSEEMA,01-06-2006,34.4
RAYALSEEMA,01-07-2006,178.2
RAYALSEEMA,01-08-2006,230.3
RAYALSEEMA,01-09-2006,263.8
RAYALSEEMA,01-10-2006,7.1
RAYALSEEMA,01-11-2006,0
RAYALSEEMA,01-12-2006,0
RAYALSEEMA,01-01-2007,0
RAYALSEEMA,01-02-2007,0
RAYALSEEMA,01-03-2007,0
RAYALSEEMA,01-04-2007,0.2
RAYALSEEMA,01-05-2007,0.1
RAYALSEEMA,01-06-2007,22.4
RAYALSEEMA,01-07-2007,34.7
RAYALSEEMA,01-08-2007,34.5
RAYALSEEMA,01-09-2007,228.5
RAYALSEEMA,01-10-2007,2.4
RAYALSEEMA,01-11-2007,0
RAYALSEEMA,01-12-2007,1
RAYALSEEMA,01-01-2008,0
RAYALSEEMA,01-02-2008,0
RAYALSEEMA,01-03-2008,0
RAYALSEEMA,01-04-2008,0.6
RAYALSEEMA,01-05-2008,1.1
RAYALSEEMA,01-06-2008,633
RAYALSEEMA,01-07-2008,928.5
RAYALSEEMA,01-08-2008,762.5
RAYALSEEMA,01-09-2008,515.3
RAYALSEEMA,01-10-2008,175.1
RAYALSEEMA,01-11-2008,2.3
RAYALSEEMA,01-12-2008,0
RAYALSEEMA,01-01-2009,0
RAYALSEEMA,01-02-2009,0
RAYALSEEMA,01-03-2009,0
RAYALSEEMA,01-04-2009,3
RAYALSEEMA,01-05-2009,1.4
RAYALSEEMA,01-06-2009,67.9
RAYALSEEMA,01-07-2009,203
RAYALSEEMA,01-08-2009,187.8
RAYALSEEMA,01-09-2009,129.5
RAYALSEEMA,01-10-2009,95.2
RAYALSEEMA,01-11-2009,2.2
RAYALSEEMA,01-12-2009,0
RAYALSEEMA,01-01-2010,0
RAYALSEEMA,01-02-2010,0
RAYALSEEMA,01-03-2010,0
RAYALSEEMA,01-04-2010,0.6
RAYALSEEMA,01-05-2010,2.3
RAYALSEEMA,01-06-2010,72.2
RAYALSEEMA,01-07-2010,161.1
RAYALSEEMA,01-08-2010,101.4
RAYALSEEMA,01-09-2010,120
RAYALSEEMA,01-10-2010,68.8
RAYALSEEMA,01-11-2010,0.3
RAYALSEEMA,01-12-2010,0
RAYALSEEMA,01-01-2011,3.1
RAYALSEEMA,01-02-2011,0.1
RAYALSEEMA,01-03-2011,0
RAYALSEEMA,01-04-2011,0.6
RAYALSEEMA,01-05-2011,0.2
RAYALSEEMA,01-06-2011,125.5
RAYALSEEMA,01-07-2011,370.5
RAYALSEEMA,01-08-2011,316.2
RAYALSEEMA,01-09-2011,249.4
RAYALSEEMA,01-10-2011,34.9
RAYALSEEMA,01-11-2011,7.3
RAYALSEEMA,01-12-2011,0
RAYALSEEMA,01-01-2012,36.6
RAYALSEEMA,01-02-2012,4.8
RAYALSEEMA,01-03-2012,1.1
RAYALSEEMA,01-04-2012,14.9
RAYALSEEMA,01-05-2012,9.4
RAYALSEEMA,01-06-2012,147.3
RAYALSEEMA,01-07-2012,430.6
RAYALSEEMA,01-08-2012,442.2
RAYALSEEMA,01-09-2012,245.3
RAYALSEEMA,01-10-2012,19.8
RAYALSEEMA,01-11-2012,20.4
RAYALSEEMA,01-12-2012,5
RAYALSEEMA,01-01-2013,37.6
RAYALSEEMA,01-02-2013,0
RAYALSEEMA,01-03-2013,2.7
RAYALSEEMA,01-04-2013,24
RAYALSEEMA,01-05-2013,39.3
RAYALSEEMA,01-06-2013,95.4
RAYALSEEMA,01-07-2013,221.9
RAYALSEEMA,01-08-2013,221.2
RAYALSEEMA,01-09-2013,246.5
RAYALSEEMA,01-10-2013,140
RAYALSEEMA,01-11-2013,289.7
RAYALSEEMA,01-12-2013,0
RAYALSEEMA,01-01-2014,6.7
RAYALSEEMA,01-02-2014,0
RAYALSEEMA,01-03-2014,0.2
RAYALSEEMA,01-04-2014,14
RAYALSEEMA,01-05-2014,8.4
RAYALSEEMA,01-06-2014,124.4
RAYALSEEMA,01-07-2014,300.3
RAYALSEEMA,01-08-2014,229.9
RAYALSEEMA,01-09-2014,202.4
RAYALSEEMA,01-10-2014,83.6
RAYALSEEMA,01-11-2014,38.7
RAYALSEEMA,01-12-2014,0
RAYALSEEMA,01-01-2015,2.7
RAYALSEEMA,01-02-2015,0
RAYALSEEMA,01-03-2015,2.5
RAYALSEEMA,01-04-2015,32.7
RAYALSEEMA,01-05-2015,38.8
RAYALSEEMA,01-06-2015,47
RAYALSEEMA,01-07-2015,139.7
RAYALSEEMA,01-08-2015,120
RAYALSEEMA,01-09-2015,69.5
RAYALSEEMA,01-10-2015,113.7
RAYALSEEMA,01-11-2015,86.6
RAYALSEEMA,01-12-2015,61.9
TAMIL NADU,01-01-1997,3
TAMIL NADU,01-02-1997,0.1
TAMIL NADU,01-03-1997,2.5
TAMIL NADU,01-04-1997,35.5
TAMIL NADU,01-05-1997,41.9
TAMIL NADU,01-06-1997,30.1
TAMIL NADU,01-07-1997,46.5
TAMIL NADU,01-08-1997,98
TAMIL NADU,01-09-1997,84.9
TAMIL NADU,01-10-1997,235.2
TAMIL NADU,01-11-1997,44.5
TAMIL NADU,01-12-1997,14
TAMIL NADU,01-01-1998,NA
TAMIL NADU,01-02-1998,11.4
TAMIL NADU,01-03-1998,5.1
TAMIL NADU,01-04-1998,77
TAMIL NADU,01-05-1998,22.9
TAMIL NADU,01-06-1998,650.9
TAMIL NADU,01-07-1998,754.6
TAMIL NADU,01-08-1998,1027.6
TAMIL NADU,01-09-1998,382
TAMIL NADU,01-10-1998,115.1
TAMIL NADU,01-11-1998,68
TAMIL NADU,01-12-1998,3.6
TAMIL NADU,01-01-1999,28.5
TAMIL NADU,01-02-1999,6.2
TAMIL NADU,01-03-1999,0.4
TAMIL NADU,01-04-1999,35.4
TAMIL NADU,01-05-1999,19.5
TAMIL NADU,01-06-1999,60
TAMIL NADU,01-07-1999,114.5
TAMIL NADU,01-08-1999,105.5
TAMIL NADU,01-09-1999,79.2
TAMIL NADU,01-10-1999,85.2
TAMIL NADU,01-11-1999,46.5
TAMIL NADU,01-12-1999,2.9
TAMIL NADU,01-01-2000,4.6
TAMIL NADU,01-02-2000,5.5
TAMIL NADU,01-03-2000,8.1
TAMIL NADU,01-04-2000,99
TAMIL NADU,01-05-2000,45.6
TAMIL NADU,01-06-2000,81.8
TAMIL NADU,01-07-2000,144.7
TAMIL NADU,01-08-2000,236.5
TAMIL NADU,01-09-2000,100.6
TAMIL NADU,01-10-2000,62.8
TAMIL NADU,01-11-2000,82.6
TAMIL NADU,01-12-2000,6.2
TAMIL NADU,01-01-2001,7.4
TAMIL NADU,01-02-2001,11
TAMIL NADU,01-03-2001,21
TAMIL NADU,01-04-2001,171.1
TAMIL NADU,01-05-2001,95.3
TAMIL NADU,01-06-2001,430.3
TAMIL NADU,01-07-2001,362.6
TAMIL NADU,01-08-2001,501.6
TAMIL NADU,01-09-2001,241.1
TAMIL NADU,01-10-2001,187.5
TAMIL NADU,01-11-2001,112.9
TAMIL NADU,01-12-2001,9.4
TAMIL NADU,01-01-2002,19.2
TAMIL NADU,01-02-2002,0.1
TAMIL NADU,01-03-2002,1.6
TAMIL NADU,01-04-2002,76.8
TAMIL NADU,01-05-2002,21.2
TAMIL NADU,01-06-2002,327
TAMIL NADU,01-07-2002,231.5
TAMIL NADU,01-08-2002,381.2
TAMIL NADU,01-09-2002,179.8
TAMIL NADU,01-10-2002,145.9
TAMIL NADU,01-11-2002,12.4
TAMIL NADU,01-12-2002,8.8
TAMIL NADU,01-01-2003,67.1
TAMIL NADU,01-02-2003,37.6
TAMIL NADU,01-03-2003,43
TAMIL NADU,01-04-2003,46.3
TAMIL NADU,01-05-2003,509.3
TAMIL NADU,01-06-2003,777
TAMIL NADU,01-07-2003,564.8
TAMIL NADU,01-08-2003,336.7
TAMIL NADU,01-09-2003,473.6
TAMIL NADU,01-10-2003,455.8
TAMIL NADU,01-11-2003,354.2
TAMIL NADU,01-12-2003,92.3
TAMIL NADU,01-01-2004,18.5
TAMIL NADU,01-02-2004,40.5
TAMIL NADU,01-03-2004,115.1
TAMIL NADU,01-04-2004,175.1
TAMIL NADU,01-05-2004,335.8
TAMIL NADU,01-06-2004,290
TAMIL NADU,01-07-2004,329.6
TAMIL NADU,01-08-2004,230.2
TAMIL NADU,01-09-2004,316.1
TAMIL NADU,01-10-2004,164.1
TAMIL NADU,01-11-2004,13.3
TAMIL NADU,01-12-2004,14.6
TAMIL NADU,01-01-2005,1.1
TAMIL NADU,01-02-2005,9.6
TAMIL NADU,01-03-2005,44
TAMIL NADU,01-04-2005,112.8
TAMIL NADU,01-05-2005,346.7
TAMIL NADU,01-06-2005,286.2
TAMIL NADU,01-07-2005,367.8
TAMIL NADU,01-08-2005,289.7
TAMIL NADU,01-09-2005,229.3
TAMIL NADU,01-10-2005,126.3
TAMIL NADU,01-11-2005,1
TAMIL NADU,01-12-2005,2
TAMIL NADU,01-01-2006,0.2
TAMIL NADU,01-02-2006,5.7
TAMIL NADU,01-03-2006,19.7
TAMIL NADU,01-04-2006,60.3
TAMIL NADU,01-05-2006,348.9
TAMIL NADU,01-06-2006,206.6
TAMIL NADU,01-07-2006,255.9
TAMIL NADU,01-08-2006,291.3
TAMIL NADU,01-09-2006,241.4
TAMIL NADU,01-10-2006,125.6
TAMIL NADU,01-11-2006,0.3
TAMIL NADU,01-12-2006,1.2
TAMIL NADU,01-01-2007,3
TAMIL NADU,01-02-2007,23.6
TAMIL NADU,01-03-2007,32.1
TAMIL NADU,01-04-2007,114.7
TAMIL NADU,01-05-2007,296.5
TAMIL NADU,01-06-2007,404.9
TAMIL NADU,01-07-2007,588.4
TAMIL NADU,01-08-2007,416.3
TAMIL NADU,01-09-2007,308
TAMIL NADU,01-10-2007,199.8
TAMIL NADU,01-11-2007,16.1
TAMIL NADU,01-12-2007,2.7
TAMIL NADU,01-01-2008,2.5
TAMIL NADU,01-02-2008,10
TAMIL NADU,01-03-2008,4.8
TAMIL NADU,01-04-2008,45.6
TAMIL NADU,01-05-2008,195.9
TAMIL NADU,01-06-2008,233.4
TAMIL NADU,01-07-2008,263.2
TAMIL NADU,01-08-2008,401.4
TAMIL NADU,01-09-2008,254
TAMIL NADU,01-10-2008,353.2
TAMIL NADU,01-11-2008,0
TAMIL NADU,01-12-2008,0
TAMIL NADU,01-01-2009,3.3
TAMIL NADU,01-02-2009,7.8
TAMIL NADU,01-03-2009,2.1
TAMIL NADU,01-04-2009,53.6
TAMIL NADU,01-05-2009,57.7
TAMIL NADU,01-06-2009,272.6
TAMIL NADU,01-07-2009,380
TAMIL NADU,01-08-2009,254.9
TAMIL NADU,01-09-2009,208.1
TAMIL NADU,01-10-2009,391
TAMIL NADU,01-11-2009,1.2
TAMIL NADU,01-12-2009,0
TAMIL NADU,01-01-2010,1.1
TAMIL NADU,01-02-2010,17.9
TAMIL NADU,01-03-2010,1.6
TAMIL NADU,01-04-2010,22.3
TAMIL NADU,01-05-2010,85
TAMIL NADU,01-06-2010,181.5
TAMIL NADU,01-07-2010,211.1
TAMIL NADU,01-08-2010,278.1
TAMIL NADU,01-09-2010,173.8
TAMIL NADU,01-10-2010,281.1
TAMIL NADU,01-11-2010,0
TAMIL NADU,01-12-2010,0
TAMIL NADU,01-01-2011,5.1
TAMIL NADU,01-02-2011,22.6
TAMIL NADU,01-03-2011,0.6
TAMIL NADU,01-04-2011,32.3
TAMIL NADU,01-05-2011,89.5
TAMIL NADU,01-06-2011,183.3
TAMIL NADU,01-07-2011,182
TAMIL NADU,01-08-2011,213.6
TAMIL NADU,01-09-2011,143.3
TAMIL NADU,01-10-2011,197.1
TAMIL NADU,01-11-2011,0.4
TAMIL NADU,01-12-2011,0
TAMIL NADU,01-01-2012,6.1
TAMIL NADU,01-02-2012,59.6
TAMIL NADU,01-03-2012,2.7
TAMIL NADU,01-04-2012,8.7
TAMIL NADU,01-05-2012,1.1
TAMIL NADU,01-06-2012,309.7
TAMIL NADU,01-07-2012,230
TAMIL NADU,01-08-2012,246.1
TAMIL NADU,01-09-2012,78.2
TAMIL NADU,01-10-2012,97.4
TAMIL NADU,01-11-2012,0.5
TAMIL NADU,01-12-2012,1.1
TAMIL NADU,01-01-2013,20.4
TAMIL NADU,01-02-2013,69.5
TAMIL NADU,01-03-2013,3.5
TAMIL NADU,01-04-2013,1.6
TAMIL NADU,01-05-2013,2.1
TAMIL NADU,01-06-2013,190.6
TAMIL NADU,01-07-2013,233.9
TAMIL NADU,01-08-2013,287.1
TAMIL NADU,01-09-2013,52.2
TAMIL NADU,01-10-2013,61.2
TAMIL NADU,01-11-2013,1.7
TAMIL NADU,01-12-2013,8.9
TAMIL NADU,01-01-2014,73
TAMIL NADU,01-02-2014,188.3
TAMIL NADU,01-03-2014,22
TAMIL NADU,01-04-2014,24.7
TAMIL NADU,01-05-2014,18.2
TAMIL NADU,01-06-2014,488.9
TAMIL NADU,01-07-2014,413.4
TAMIL NADU,01-08-2014,359.4
TAMIL NADU,01-09-2014,111.3
TAMIL NADU,01-10-2014,29.1
TAMIL NADU,01-11-2014,3.2
TAMIL NADU,01-12-2014,3.8
TAMIL NADU,01-01-2015,21.1
TAMIL NADU,01-02-2015,52.2
TAMIL NADU,01-03-2015,5.3
TAMIL NADU,01-04-2015,3.3
TAMIL NADU,01-05-2015,1.4
TAMIL NADU,01-06-2015,62.1
TAMIL NADU,01-07-2015,96.5
TAMIL NADU,01-08-2015,161.9
TAMIL NADU,01-09-2015,42.8
TAMIL NADU,01-10-2015,10.9
TAMIL NADU,01-11-2015,1.7
TAMIL NADU,01-12-2015,2.1
KARNATAKA,01-01-1997,9.3
KARNATAKA,01-02-1997,50.1
KARNATAKA,01-03-1997,11.6
KARNATAKA,01-04-1997,3.4
KARNATAKA,01-05-1997,3.6
KARNATAKA,01-06-1997,120.3
KARNATAKA,01-07-1997,117.9
KARNATAKA,01-08-1997,217.1
